CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
2718,1456.624844,1.0,53.9,0.0,53.9,0.0,0.583333,0.0,0.583333,0.0,0,7,1500.0,330.888649,527.393837,0.0,12
2746,1458.219714,1.0,701.52,0.0,701.52,0.0,0.583333,0.0,0.5,0.0,0,13,1500.0,612.91894,1827.848509,0.0,12
2820,5.313086,0.545455,71.75,0.0,71.75,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,112.61746,99.423595,0.142857,12
2918,139.449391,0.727273,843.03,0.0,843.03,0.0,0.583333,0.0,0.583333,0.0,0,7,2200.0,1312.375596,179.548143,0.0,12
2978,9.712731,0.636364,128.94,0.0,128.94,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,169.863384,154.85954,0.6,12
3004,801.703734,1.0,387.77,0.0,387.77,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,1480.676383,1246.237666,0.0,12
3116,14.9447,0.636364,381.5,0.0,381.5,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,602.003541,124.074597,0.666667,12
3216,77.383767,0.636364,2321.87,1212.87,1109.0,0.0,0.583333,0.166667,0.583333,0.0,0,22,1900.0,2071.265301,88.997719,0.363636,12
3310,18.957284,0.636364,187.25,0.0,187.25,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,296.967289,147.013046,0.714286,12
3320,16.004225,0.636364,159.44,0.0,159.44,0.0,0.583333,0.0,0.583333,0.0,0,11,2700.0,276.112744,141.915829,0.285714,12
3364,22.720976,0.545455,853.75,123.5,730.25,0.0,0.583333,0.166667,0.333333,0.0,0,8,6000.0,594.205112,45.492655,0.0,12
3594,124.743322,0.636364,1007.45,0.0,1007.45,0.0,0.583333,0.0,0.583333,0.0,0,14,2500.0,1616.540779,146.493501,1.0,12
3632,7.950803,0.636364,92.2,0.0,92.2,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,152.592178,125.684033,0.166667,12
3730,719.427666,1.0,734.4,180.0,554.4,0.0,0.583333,0.083333,0.5,0.0,0,8,1000.0,285.477654,282.063918,0.0,12
3836,21.377711,0.636364,312.1,0.0,312.1,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,497.127166,145.605731,1.0,12
3844,105.642966,0.818182,916.46,527.78,388.68,0.0,0.583333,0.416667,0.333333,0.0,0,12,10500.0,2243.559789,164.15189,0.444444,12
4026,1113.954035,1.0,87.09,0.0,87.09,0.0,0.583333,0.0,0.5,0.0,0,8,4500.0,276.653239,327.757053,0.0,12
4168,3.562442,0.454545,735.0,0.0,735.0,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,1256.297676,64.518375,0.0,12
4208,1651.127455,1.0,720.18,478.53,241.65,0.0,0.583333,0.166667,0.333333,0.0,0,7,5000.0,0.0,,0.0,12
4242,1418.215497,1.0,1003.95,408.83,595.12,0.0,0.583333,0.166667,0.5,0.0,0,15,11000.0,2218.323066,454.602396,0.0,12
4276,1874.601636,1.0,305.78,0.0,305.78,0.0,0.583333,0.0,0.583333,0.0,0,14,1500.0,518.757481,19977.00572,0.0,12
4310,23.126579,0.727273,213.95,0.0,213.95,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,299.511212,120.226935,0.888889,12
4408,88.242406,0.636364,758.31,0.0,758.31,0.0,0.583333,0.0,0.5,0.0,0,7,6000.0,501.41401,83.041019,0.416667,12
4426,234.36305,0.727273,668.27,0.0,668.27,0.0,0.583333,0.0,0.5,0.0,0,8,4000.0,143.21216,191.898595,0.0,12
4530,19.01482,0.454545,604.26,0.0,604.26,0.0,0.583333,0.0,0.583333,0.0,0,10,4000.0,754.866138,54.86388,0.1,12
4542,470.91505,1.0,907.5,574.5,333.0,0.0,0.583333,0.166667,0.333333,0.0,0,10,1500.0,1065.270854,187.996032,0.0,12
4568,3490.186741,1.0,816.0,638.91,177.09,0.0,0.583333,0.25,0.5,0.0,0,15,11500.0,947.039165,1076.480794,0.0,12
4582,49.416158,0.727273,590.0,350.0,240.0,0.0,0.583333,0.083333,0.5,0.0,0,7,6000.0,836.812414,127.768461,1.0,12
4726,802.086509,0.818182,2008.98,1990.65,18.33,0.0,0.583333,0.583333,0.083333,0.0,0,28,4500.0,468.463615,302.127133,0.0,12
4740,477.16584,1.0,1342.51,1072.51,270.0,0.0,0.583333,0.583333,0.083333,0.0,0,20,8500.0,1089.226019,211.335301,0.0,12
4846,80.707136,0.818182,682.27,567.95,114.32,0.0,0.583333,0.5,0.333333,0.0,0,16,7500.0,1065.255264,126.386467,0.666667,12
4918,27.851354,0.636364,262.71,0.0,262.71,0.0,0.583333,0.0,0.5,0.0,0,7,4000.0,404.572322,170.087703,0.8,12
4950,159.36681,0.636364,1277.5,0.0,1277.5,0.0,0.583333,0.0,0.5,0.0,0,7,2500.0,1315.820451,173.58488,0.4,12
4992,1879.694262,1.0,832.67,694.73,137.94,0.0,0.583333,0.25,0.333333,0.0,0,22,2000.0,873.931715,1452.265916,0.0,12
5144,0.0,0.0,581.0,0.0,581.0,0.0,0.583333,0.0,0.583333,0.0,0,7,1000.0,692.523718,,0.0,12
5222,1772.610312,1.0,1400.0,0.0,1400.0,0.0,0.583333,0.0,0.583333,0.0,0,10,1500.0,1810.218367,4000.038682,0.0,12
5230,1504.980887,1.0,322.81,184.71,138.1,0.0,0.583333,0.416667,0.5,0.0,0,15,1600.0,467.652307,644.070346,0.0,12
5272,41.049799,0.727273,413.31,133.31,280.0,0.0,0.583333,0.083333,0.416667,0.0,0,8,6000.0,475.939508,106.476161,0.625,12
5412,120.94715,0.636364,1242.55,0.0,1242.55,0.0,0.583333,0.0,0.583333,0.0,0,14,2000.0,2202.224677,170.96615,0.428571,12
5478,26.506901,0.909091,400.91,115.61,285.3,0.0,0.583333,0.083333,0.416667,0.0,0,19,2500.0,465.179466,147.891541,0.5,12
5680,23.261586,0.636364,252.0,0.0,252.0,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,430.487291,151.393708,1.0,12
5738,1689.319684,1.0,724.83,0.0,724.83,0.0,0.583333,0.0,0.583333,0.0,0,7,1500.0,1462.037592,3397.732291,0.0,12
5784,47.6368,0.727273,379.28,0.0,379.28,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,641.943628,156.644197,1.0,12
5802,974.52764,1.0,952.02,445.08,506.94,0.0,0.583333,0.25,0.583333,0.0,0,26,4000.0,1452.017727,299.165904,0.0,12
5824,394.423256,1.0,434.25,0.0,434.25,0.0,0.583333,0.0,0.583333,0.0,0,9,5450.0,4997.981363,4553.15605,1.0,12
5896,785.198515,1.0,1207.42,1207.42,0.0,0.0,0.583333,0.583333,0.0,0.0,0,21,1200.0,374.231139,294.572557,0.0,12
5968,191.314058,1.0,860.95,860.95,0.0,0.0,0.583333,0.583333,0.0,0.0,0,10,800.0,1001.313048,194.636798,0.083333,12
5984,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0,12,5200.0,864.174924,2154.424137,0.0,12
6004,86.650277,0.727273,910.51,0.0,910.51,0.0,0.583333,0.0,0.5,0.0,0,14,7000.0,884.056926,126.337242,0.666667,12
6066,133.797452,0.636364,2460.0,0.0,2460.0,0.0,0.583333,0.0,0.5,0.0,0,24,2500.0,3601.545344,131.732911,1.0,12
6078,25.178303,0.727273,283.15,0.0,283.15,0.0,0.583333,0.0,0.5,0.0,0,7,5000.0,206.688202,101.894341,0.454545,12
6082,350.378913,0.636364,3263.48,3263.48,0.0,0.0,0.583333,0.583333,0.0,0.0,0,25,7500.0,4547.760665,142.221091,1.0,12
6180,3681.031744,1.0,1922.39,1376.54,545.85,0.0,0.583333,0.583333,0.333333,0.0,0,29,10000.0,873.634965,1032.718828,0.0,12
6288,434.71366,1.0,1971.57,450.94,1520.63,0.0,0.583333,0.25,0.5,0.0,0,24,6700.0,616.189722,223.258848,0.0,12
6422,23.39023,0.636364,291.7,0.0,291.7,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,453.889925,153.140825,0.857143,12
6428,0.0,0.0,226.07,0.0,226.07,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,0.0,,0.0,12
6580,112.702102,0.909091,1437.38,1437.38,0.0,0.0,0.583333,0.583333,0.0,0.0,0,17,2000.0,1469.057487,127.594194,1.0,12
6590,1944.394136,1.0,575.88,375.88,200.0,0.0,0.583333,0.333333,0.416667,0.0,0,12,4500.0,406.891744,399.881036,0.0,12
6664,51.759686,0.818182,256.5,0.0,256.5,0.0,0.583333,0.0,0.416667,0.0,0,7,4000.0,282.494417,156.138846,0.0,12
6704,124.561589,0.636364,1674.16,1674.16,0.0,0.0,0.583333,0.583333,0.0,0.0,0,60,1800.0,2397.018501,144.268048,1.0,12
6764,1727.295159,1.0,719.76,626.53,93.23,0.0,0.583333,0.166667,0.416667,0.0,0,12,1800.0,724.437944,732.309926,0.0,12
6768,550.50988,1.0,194.03,194.03,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,4000.0,589.020267,216.511505,0.0,12
6802,341.233281,1.0,277.06,0.0,277.06,0.0,0.583333,0.0,0.5,0.0,0,7,2800.0,2859.947327,2595.876353,0.75,12
6916,1473.542308,1.0,240.02,0.0,240.02,0.0,0.583333,0.0,0.5,0.0,0,12,1500.0,613.733389,535.262291,0.0,12
6956,9.910791,0.545455,215.26,0.01,215.25,0.0,0.583333,0.083333,0.5,0.0,0,8,1200.0,474.643613,104.812542,0.5,12
6960,274.604824,1.0,341.37,0.0,341.37,0.0,0.583333,0.0,0.5,0.0,0,7,2500.0,101.053841,171.581036,0.0,12
6968,1907.364819,1.0,192.88,138.0,54.88,0.0,0.583333,0.083333,0.5,0.0,0,9,7500.0,1484.679588,684.377166,0.0,12
6978,724.261595,1.0,625.46,198.4,427.06,0.0,0.583333,0.166667,0.5,0.0,0,10,7500.0,721.081023,234.277687,0.0,12
7506,16.11487,0.545455,313.25,0.0,313.25,0.0,0.583333,0.0,0.583333,0.0,0,7,3000.0,456.429011,147.581109,0.857143,12
7614,13.713339,0.636364,504.08,137.9,366.18,0.0,0.583333,0.083333,0.5,0.0,0,11,4500.0,448.622511,76.110182,0.4,12
7660,41.143328,1.0,239.23,239.23,0.0,0.0,0.583333,0.583333,0.0,0.0,0,7,6000.0,309.734225,149.956376,0.083333,12
7730,143.443832,0.636364,1631.0,0.0,1631.0,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,2550.799492,157.269321,1.0,12
7740,879.987974,1.0,1517.56,1507.56,10.0,0.0,0.583333,0.583333,0.083333,0.0,0,15,1700.0,1812.402979,314.375296,0.166667,12
7804,70.954998,0.818182,616.67,0.0,616.67,0.0,0.583333,0.0,0.5,0.0,0,7,500.0,688.541249,653.219376,0.0,12
7912,134.581135,0.636364,2300.42,2093.42,207.0,0.0,0.583333,0.5,0.25,0.0,0,13,6000.0,3251.065775,154.277109,1.0,12
7934,176.162762,0.909091,1814.64,1614.64,200.0,0.0,0.583333,0.583333,0.083333,0.0,0,25,4000.0,1847.959268,81.667964,0.333333,12
8078,1464.19148,1.0,367.94,246.2,121.74,0.0,0.583333,0.25,0.416667,0.0,0,9,1500.0,719.945677,1546.605424,0.0,12
8148,2447.783112,1.0,431.96,290.0,141.96,0.0,0.583333,0.166667,0.416667,0.0,0,9,2500.0,740.165746,1096.264703,0.0,12
8288,106.45347,0.818182,2014.84,874.84,1140.0,0.0,0.583333,0.416667,0.166667,0.0,0,24,3000.0,2139.733072,138.434369,1.0,12
8398,24.28497,0.636364,250.6,0.0,250.6,0.0,0.583333,0.0,0.5,0.0,0,7,3000.0,319.762903,173.632006,0.0,12
8400,2005.438728,1.0,956.05,818.73,137.32,0.0,0.583333,0.5,0.25,0.0,0,16,2500.0,915.734963,592.444909,0.0,12
8416,1308.302091,1.0,918.67,918.67,0.0,0.0,0.583333,0.583333,0.0,0.0,0,22,1800.0,258.034145,376.716571,0.0,12
8612,1634.559235,1.0,1062.94,1006.18,56.76,0.0,0.583333,0.5,0.166667,0.0,0,15,1800.0,584.660133,1332.692469,0.0,12
8650,502.236778,1.0,603.46,328.68,274.78,0.0,0.583333,0.333333,0.416667,0.0,0,13,1200.0,233.768374,353.463494,0.0,12
130,556.359504,1.0,1111.12,0.0,1111.12,0.0,0.833333,0.0,0.833333,0.0,0,10,2500.0,1248.404553,171.42994,0.0,12
168,156.536773,1.0,1903.66,1788.08,115.58,0.0,0.833333,0.833333,0.166667,0.0,0,35,9000.0,2093.551911,169.81431,1.0,12
244,4644.779013,1.0,4820.68,4063.61,757.07,0.0,0.833333,0.75,0.5,0.0,0,54,9200.0,1076.138168,1324.445876,0.0,12
360,8.286935,0.727273,125.0,0.0,125.0,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,125.140043,82.820029,0.2,12
430,57.70484,0.818182,772.46,85.0,687.46,0.0,0.833333,0.083333,0.75,0.0,0,13,4000.0,770.916661,95.057442,0.5,12
474,2363.615492,1.0,1441.32,374.64,1066.68,0.0,0.833333,0.083333,0.833333,0.0,0,11,6000.0,1055.392983,988.408977,0.0,12
632,2.957267,0.272727,202.72,0.0,202.72,0.0,0.833333,0.0,0.833333,0.0,0,10,4500.0,31.596193,53.011601,0.0,12
676,285.645503,1.0,1265.24,893.54,371.7,0.0,0.833333,0.5,0.5,0.0,0,24,7000.0,1791.285108,197.065604,0.083333,12
692,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12
720,5115.712849,1.0,4378.8,3195.58,1183.22,0.0,0.833333,0.333333,0.75,0.0,0,19,10000.0,2241.246911,1320.011574,0.0,12
814,568.060722,1.0,1799.03,1799.03,0.0,0.0,0.833333,0.833333,0.0,0.0,0,14,10000.0,1770.472642,215.536534,0.0,12
822,1540.337706,1.0,551.62,360.0,191.62,0.0,0.833333,0.333333,0.75,0.0,0,16,1500.0,655.465567,1226.5916,0.0,12
974,23.398673,0.833333,144.4,0.0,144.4,0.0,0.833333,0.0,0.666667,0.0,0,5,1000.0,81.270775,82.418369,0.25,6
1006,1180.758966,1.0,1274.54,396.24,878.3,0.0,0.833333,0.833333,0.416667,0.0,0,21,4500.0,1351.787519,285.440312,0.0,12
1014,534.728906,1.0,976.98,251.05,725.93,0.0,0.833333,0.666667,0.833333,0.0,0,18,7000.0,742.950103,237.529082,0.0,12
1062,168.522709,0.818182,2009.05,0.0,2009.05,0.0,0.833333,0.0,0.75,0.0,0,22,1200.0,2612.760497,197.638558,0.142857,12
1444,36.85818,0.909091,583.38,0.0,583.38,0.0,0.833333,0.0,0.833333,0.0,0,10,2500.0,687.609976,164.492005,0.909091,12
1538,189.12074,0.909091,1051.1,0.0,1051.1,0.0,0.833333,0.0,0.833333,0.0,0,13,3000.0,1301.155857,168.227161,0.375,12
1558,188.424847,1.0,1576.35,1063.85,512.5,0.0,0.833333,0.833333,0.333333,0.0,0,20,6500.0,1271.233538,176.001997,0.25,12
1730,51.427334,1.0,486.01,486.01,0.0,0.0,0.833333,0.833333,0.0,0.0,0,13,7000.0,544.044265,164.607409,0.0,12
1868,911.298036,1.0,954.15,425.35,528.8,0.0,0.833333,0.25,0.666667,0.0,0,12,1200.0,283.608489,282.489805,0.0,12
1872,1204.187686,1.0,674.85,226.96,447.89,0.0,0.833333,0.166667,0.75,0.0,0,11,7500.0,741.851507,285.994556,0.0,12
1878,1710.971649,1.0,2042.5,1000.0,1042.5,0.0,0.833333,0.083333,0.833333,0.0,0,12,9500.0,1952.923432,387.281405,0.0,12
1924,1520.501423,1.0,1405.22,828.4,576.82,0.0,0.833333,0.416667,0.583333,0.0,0,26,10500.0,470.831678,475.78178,0.0,12
1940,42.522715,0.818182,479.5,0.0,479.5,0.0,0.833333,0.0,0.833333,0.0,0,17,1000.0,585.31382,155.528119,0.9,12
1982,38.013028,1.0,469.62,0.0,469.62,0.0,0.833333,0.0,0.833333,0.0,0,12,4000.0,744.854844,68.98672,0.4,12
2018,563.749251,0.909091,5039.97,5039.97,0.0,0.0,0.833333,0.833333,0.0,0.0,0,25,4000.0,4714.741294,200.287367,0.777778,12
2064,22.242824,1.0,236.28,236.28,0.0,0.0,0.833333,0.833333,0.0,0.0,0,10,4000.0,258.45701,153.481269,0.545455,12
2114,369.384435,1.0,3303.03,87.9,3215.13,0.0,0.833333,0.166667,0.75,0.0,0,28,6000.0,2353.184431,173.56131,0.0,12
2118,252.174753,1.0,411.01,411.01,0.0,0.0,0.833333,0.833333,0.0,0.0,0,28,1000.0,459.467285,188.121403,0.0,12
2200,1054.905969,1.0,885.44,0.0,885.44,0.0,0.833333,0.0,0.833333,0.0,0,111,1000.0,1057.25415,1613.401207,0.0,12
2264,954.260731,1.0,611.08,567.32,43.76,0.0,0.833333,0.666667,0.083333,0.0,0,14,3500.0,795.002019,189.893901,0.0,12
2334,2600.500163,1.0,1301.9,1169.9,132.0,0.0,0.833333,0.666667,0.416667,0.0,0,21,4500.0,530.552146,1230.24842,0.0,12
2340,374.631961,1.0,2961.46,1961.46,1000.0,0.0,0.833333,0.833333,0.333333,0.0,0,23,1600.0,3499.936377,178.233765,0.166667,12
2440,59.714532,0.909091,305.84,0.0,305.84,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,345.566925,154.370997,0.636364,12
2478,128.175207,0.818182,182.94,0.0,182.94,0.0,0.833333,0.0,0.833333,0.0,0,10,5000.0,1391.649702,186.774371,0.3,12
2508,1168.040482,0.909091,1113.1,801.19,311.91,0.0,0.833333,0.416667,0.75,0.0,0,26,6500.0,4239.684074,563.283083,0.0,12
2522,89.165814,0.833333,724.0,0.0,724.0,0.0,0.833333,0.0,0.833333,0.0,0,6,1000.0,521.867766,88.700517,0.0,6
2540,92.239093,0.909091,1525.1,0.0,1525.1,0.0,0.833333,0.0,0.833333,0.0,0,13,4000.0,1682.312643,157.835032,1.0,12
2598,87.931814,0.909091,617.5,0.0,617.5,0.0,0.833333,0.0,0.833333,0.0,0,10,4000.0,740.045839,150.708825,0.818182,12
2700,0.920339,0.454545,343.4,0.0,343.4,0.0,0.833333,0.0,0.833333,0.0,0,10,3000.0,347.01723,13.714895,0.0,12
2750,1034.555485,1.0,5787.66,5093.0,694.66,0.0,0.833333,0.666667,0.75,0.0,0,63,2700.0,5651.220766,263.619684,0.583333,12
2934,208.039434,1.0,684.2,518.87,165.33,0.0,0.833333,0.5,0.75,0.0,0,26,4000.0,1194.108316,158.022532,0.333333,12
2948,32.092521,0.909091,573.02,0.0,573.02,0.0,0.833333,0.0,0.75,0.0,0,10,2000.0,560.142443,128.36766,0.555556,12
3142,111.902733,1.0,1554.86,1499.12,55.74,0.0,0.833333,0.833333,0.083333,0.0,0,25,4000.0,1411.67445,128.359788,0.272727,12
3254,994.105777,1.0,126.2,126.2,0.0,0.0,0.833333,0.833333,0.0,0.0,0,10,1950.0,314.302968,417.290247,0.0,12
3258,40.661132,0.909091,235.3,0.0,235.3,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,279.23448,161.075173,0.272727,12
3328,28.178604,0.909091,208.6,0.0,208.6,0.0,0.833333,0.0,0.75,0.0,0,10,1000.0,186.560331,166.048636,0.375,12
3330,477.847191,1.0,1006.0,942.12,63.88,0.0,0.833333,0.75,0.166667,0.0,0,24,500.0,561.212055,459.735118,0.0,12
3412,99.040178,1.0,1100.0,0.0,1100.0,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,1310.127669,167.38994,0.727273,12
3528,28.612828,1.0,208.0,0.0,208.0,0.0,0.833333,0.0,0.833333,0.0,0,10,3000.0,253.537038,169.800871,0.0,12
3544,8.799432,0.454545,1591.48,218.8,1372.68,0.0,0.833333,0.25,0.666667,0.0,0,23,2000.0,1496.045221,72.016021,0.2,12
3550,166.761294,1.0,1831.91,216.92,1614.99,0.0,0.833333,0.083333,0.75,0.0,0,19,7000.0,1298.605481,162.966327,0.090909,12
3606,211.865308,0.909091,2505.3,0.0,2505.3,0.0,0.833333,0.0,0.833333,0.0,0,20,3800.0,2944.674292,149.123712,1.0,12
3696,32.042424,0.909091,400.41,0.0,489.39,0.0,0.833333,0.0,0.75,0.0,0,11,4500.0,353.570259,132.13182,0.666667,12
3738,878.010252,0.833333,4085.23,3705.15,380.08,0.0,0.833333,0.833333,0.666667,0.0,0,43,20000.0,4036.028203,109.759102,1.0,6
3922,113.36255,1.0,1160.35,853.35,307.0,0.0,0.833333,0.666667,0.416667,0.0,0,25,5000.0,1223.179332,158.882035,0.888889,12
3962,1965.881663,1.0,3782.09,2450.0,1332.09,0.0,0.833333,0.083333,0.666667,0.0,0,11,1800.0,3988.944816,2687.313856,0.083333,12
3964,2337.713483,1.0,773.7,773.7,0.0,0.0,0.833333,0.833333,0.0,0.0,0,20,9500.0,1004.760912,578.179464,0.0,12
4032,447.941813,1.0,1907.2,0.0,1907.2,0.0,0.833333,0.0,0.833333,0.0,0,10,9500.0,2111.91778,170.572744,0.0,12
4086,970.862162,1.0,563.82,563.82,0.0,0.0,0.833333,0.833333,0.0,0.0,0,10,2950.0,350.164857,373.629996,0.0,12
4150,466.723482,0.833333,947.21,498.01,449.2,0.0,0.833333,0.333333,0.666667,0.0,0,27,1500.0,38.775803,131.313627,0.0,6
4354,1020.292184,1.0,1788.1,921.1,867.0,0.0,0.833333,0.25,0.833333,0.0,0,22,1500.0,492.184722,745.734369,0.0,12
4424,54.713751,0.909091,578.6,0.0,578.6,0.0,0.833333,0.0,0.75,0.0,0,10,2500.0,607.673138,184.597912,0.333333,12
4562,98.937198,1.0,676.31,601.31,75.0,0.0,0.833333,0.75,0.083333,0.0,0,17,1050.0,668.102469,182.798058,0.0,12
4588,13.720529,0.454545,1724.77,935.67,789.1,0.0,0.833333,0.583333,0.583333,0.0,0,19,3500.0,1490.96569,28.103306,0.142857,12
4612,1252.58309,1.0,1163.93,950.03,213.9,0.0,0.833333,0.75,0.416667,0.0,0,22,5000.0,0.0,,0.0,12
4826,43.656303,0.909091,2122.98,1826.67,296.31,0.0,0.833333,0.666667,0.166667,0.0,0,17,10500.0,2006.417008,131.553346,1.0,12
4836,50.848135,0.909091,643.6,0.0,643.6,0.0,0.833333,0.0,0.75,0.0,0,13,1400.0,440.20021,218.581641,0.333333,12
4910,19.354559,0.909091,689.7,0.0,689.7,0.0,0.833333,0.0,0.833333,0.0,0,10,10000.0,746.691026,,0.0,12
4944,13.173883,0.272727,1243.48,643.44,600.04,0.0,0.833333,0.25,0.583333,0.0,0,24,4800.0,1490.981521,17.053725,0.0,12
4962,81.762162,0.909091,777.04,521.46,255.58,0.0,0.833333,0.5,0.75,0.0,0,20,7500.0,753.811533,162.763716,0.0,12
5058,826.019814,1.0,6856.25,6856.25,0.0,0.0,0.833333,0.833333,0.0,0.0,0,46,10500.0,6429.084786,215.361187,0.4,12
5166,43.438252,1.0,194.1,0.0,194.1,0.0,0.833333,0.0,0.75,0.0,0,10,3000.0,123.282925,153.504488,0.083333,12
5182,486.661842,0.833333,1898.88,939.09,959.79,0.0,0.833333,0.666667,0.666667,0.0,0,24,1200.0,669.03964,336.880119,0.5,6
5270,22.879526,0.833333,171.0,0.0,171.0,0.0,0.833333,0.0,0.5,0.0,0,7,1500.0,152.51735,85.653871,1.0,6
5304,547.484638,0.909091,1225.96,1071.23,154.73,0.0,0.833333,0.666667,0.166667,0.0,0,13,1500.0,400.154087,276.642257,0.0,12
5320,252.717781,1.0,463.34,0.0,463.34,0.0,0.833333,0.0,0.833333,0.0,0,10,4000.0,162.949236,184.464721,0.0,12
5686,94.116597,0.909091,1041.5,125.0,916.5,0.0,0.833333,0.083333,0.75,0.0,0,14,2500.0,1010.8651,172.472222,0.555556,12
5698,4245.855092,1.0,1957.3,1077.3,880.0,0.0,0.833333,0.166667,0.583333,0.0,0,19,5000.0,1004.35474,1086.428906,0.0,12
5736,284.43378,0.363636,212.92,0.0,212.92,0.0,0.833333,0.0,0.833333,0.0,0,15,1500.0,1202.791804,150.107024,0.0,12
5766,17.413459,0.818182,264.8,0.0,264.8,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,302.250761,150.53823,0.6,12
5772,24.992059,1.0,292.5,292.5,0.0,0.0,0.833333,0.833333,0.0,0.0,0,11,2000.0,309.294279,193.835236,0.833333,12
5806,465.332882,1.0,6920.08,5182.71,1737.37,0.0,0.833333,0.583333,0.5,0.0,0,34,9500.0,5691.439238,235.694396,0.636364,12
6296,445.409094,1.0,307.11,163.29,143.82,0.0,0.833333,0.25,0.666667,0.0,0,12,1500.0,467.844102,171.370838,0.0,12
6316,1019.133646,1.0,9249.73,2326.09,6923.64,0.0,0.833333,0.583333,0.833333,0.0,0,96,9000.0,8716.674684,240.332998,0.3,12
6350,1711.589245,1.0,1659.26,1152.26,507.0,0.0,0.833333,0.25,0.583333,0.0,0,13,6500.0,774.909705,545.130096,0.0,12
6456,363.344239,0.818182,665.86,234.98,430.88,0.0,0.833333,0.75,0.75,0.0,0,34,4000.0,1734.889908,232.164739,0.090909,12
6546,330.068448,1.0,2441.21,0.0,2441.21,0.0,0.833333,0.0,0.833333,0.0,0,21,1500.0,2816.104753,163.703623,0.916667,12
6784,1021.334556,1.0,300.0,0.0,300.0,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,516.596295,1127.577542,0.0,12
6860,435.55396,1.0,1522.06,1372.34,149.72,0.0,0.833333,0.583333,0.75,0.0,0,24,3000.0,1878.606679,162.411202,0.0,12
6948,83.004246,1.0,726.89,482.51,244.38,0.0,0.833333,0.583333,0.666667,0.0,0,23,3000.0,666.292539,179.204296,0.166667,12
6988,109.009133,1.0,749.18,0.0,749.18,0.0,0.833333,0.0,0.833333,0.0,0,10,1000.0,922.628357,165.855405,0.727273,12
7000,433.677841,1.0,1391.89,1088.83,303.06,0.0,0.833333,0.833333,0.333333,0.0,0,19,7000.0,2312.220888,178.06847,0.25,12
7016,94.277559,0.818182,2290.0,0.0,2290.0,0.0,0.833333,0.0,0.833333,0.0,0,10,4500.0,2525.565248,17.482689,0.0,12
7086,341.58222,1.0,1691.22,0.0,1691.22,0.0,0.833333,0.0,0.75,0.0,0,24,3000.0,1378.090415,209.55412,0.166667,12
7190,2671.282197,1.0,2307.35,2165.12,142.23,0.0,0.833333,0.833333,0.25,0.0,0,31,7500.0,645.688177,623.12516,0.0,12
7250,920.968431,1.0,977.38,615.99,361.39,0.0,0.833333,0.25,0.833333,0.0,0,18,3350.0,549.396517,266.850585,0.0,12
7340,281.349361,1.0,473.34,0.0,473.34,0.0,0.833333,0.0,0.833333,0.0,0,10,1500.0,153.209881,182.388625,0.083333,12
7346,3019.019487,1.0,2260.41,1356.33,904.08,0.0,0.833333,0.416667,0.75,0.0,0,25,8500.0,2187.930651,739.224894,0.0,12
7442,531.455619,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12
7652,33.267171,0.909091,341.45,0.0,341.45,0.0,0.833333,0.0,0.833333,0.0,0,17,5000.0,361.47312,156.23979,0.9,12
7690,391.673369,1.0,1944.64,1333.38,611.26,0.0,0.833333,0.666667,0.583333,0.0,0,29,6000.0,2218.376164,211.587611,0.083333,12
7710,3007.664861,1.0,534.26,365.51,168.75,0.0,0.833333,0.583333,0.75,0.0,0,21,16000.0,3007.94197,807.008705,0.0,12
